anime_id,title,genre
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Magic, Fantasy"
28447,Shingeki no Bahamut: Genesis Recap,"Action, Adventure, Fantasy, Magic, Supernatural, Demons"
23973,Fuku-chan,"Kids, Slice of Life"
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Mystery
887,Megami Kouhosei Special Curriculum,"Action, Mecha, Military, Sci-Fi, Space"
1382,Yuusha-Ou GaoGaiGar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen"
17619,Souya Monogatari,"Adventure, Drama, Historical"
18603,Kennosuke-sama,"Adventure, Comedy"
16023,Kuro to Kin no Akanai Kagi.,"Romance, Josei"
27501,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Kids, Adventure, Fantasy"
115,El Hazard: The Alternative World,"Adventure, Comedy, Fantasy"
32733,ZIP! x Peeping Life TV: Cool Japan Saizensen,"Comedy, Slice of Life"
11617,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School"
4731,Hiiro no Koku,Hentai
5680,K-On!,"Slice of Life, Comedy, Music, School"
10156,Sacred Seven,"Action, Sci-Fi, Super Power, School"
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Military, Adventure, Fantasy"
34759,Green Eyes: Ane Kyun! yori The Animation,Hentai
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi"
6883,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"Fantasy, Comedy, Supernatural"
20903,Harmonie,"Supernatural, School, Drama"
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure
641,Ichigo 100% Special 2,"Comedy, Ecchi, Romance, Shounen"
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy
4418,Catman Series II,"Comedy, Fantasy, Slice of Life"
32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen"
5469,Birthday Boy,"Action, Military, Historical, Drama"
6985,Buddha Saitan,"Psychological, Supernatural, Romance"
29399,Ousama Monogatari,"Adventure, Kids"
37345,Plunderer,"Action, Fantasy, Shounen"
28819,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen"
8842,Oishinbo: Nichibei Kome Sensou,"Comedy, Seinen, Slice of Life"
475,Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi"
24655,Date A Live Movie: Mayuri Judgment,"Harem, Romance, Sci-Fi"
34629,MiniGARO,Comedy
18441,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire"
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"Sci-Fi, Adventure, Comedy, Seinen"
37520,Dororo,"Action, Adventure, Supernatural"
471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life"
33291,Pinkerton,Hentai
4693,Dochinpira,"Action, Comedy, Hentai"
3571,Mach GoGoGo (1997),"Adventure, Cars"
4574,Saikyou Robot Daiouja,"Action, Sci-Fi, Mecha, Shounen"
25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo"
15545,Oshiri Kajiri Mushi (TV),"Comedy, Kids"
5763,Uchuu Kuubo Blue Noah,"Action, Drama, Military, Sci-Fi, Space"
37559,Oretacha Youkai Ningen G,"Demons, Horror, Parody"
19987,Kaitou Pride,"Kids, Adventure, Comedy"
36267,Uchuu Senkan Tiramisù,"Sci-Fi, Slice of Life, Space, Comedy, Mecha, Seinen"
29573,Fukubiki! Triangle: Futaba wa Atafuta ♥,Hentai
2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen"
15577,Hello Kitty no Fushigi no Kuni no Alice,"Fantasy, Kids"
22221,Monoshiri Daigaku: Ashita no Calendar,Historical
3362,Oshare Majo Love and Berry: Shiawase no Mahou,Magic
2987,Ginga Hyouryuu Vifam,"Action, Sci-Fi, Adventure, Space, Mecha"
25049,Sushi Ninja,"Action, Comedy, Fantasy"
6558,Choukou Sennin Haruka,"Hentai, Yuri"
25623,Rouge: Lady&#039;s Comic Video,"Drama, Josei, Romance"
588,Itsudatte My Santa!,"Ecchi, Fantasy, Romance, Comedy, Shounen"
860,Makai Senki Disgaea,"Action, Comedy, Demons, Fantasy, Magic"
650,Gunsmith Cats,"Action, Comedy, Police, Seinen"
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,"Comedy, Ecchi, Military"
37026,Koukaku no Pandora: Pandoradio,"Sci-Fi, Comedy"
4218,Niji ni Mukatte,"Romance, Historical"
3765,Pygmalio,"Adventure, Fantasy, Shoujo"
18781,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,"Comedy, Music, Slice of Life"
14131,Girls & Panzer,"Action, Sports, Military, School"
28959,Kizuna (Special),"Slice of Life, Romance, Drama"
30296,Rakudai Kishi no Cavalry,"Action, Romance, Ecchi, Fantasy, School"
34510,Hei Mao Jing Zhang,"Action, Adventure, Cars, Comedy, Kids, Police"
6041,Honoo no Haramase Doukyuusei,"Harem, Hentai, School, Yuri"
10802,MonHun Nikki Girigiri Airou Mura G,"Action, Comedy"
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports"
32005,Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery, Police, Shounen"
24775,Koishite!! Namashi-chan,"Slice of Life, Kids"
6220,Musuko no Tomodachi ni Okasarete,Hentai
9200,Dae Jang Geum: Jang Geum&#039;s Dream 2,"Adventure, Comedy, Historical"
505,Fushigiboshi no☆Futagohime,"Magic, Comedy, Shoujo"
9673,Ura Tegamibachi,Comedy
7156,Arei no Kagami: Way to the Virgin Space,"Action, Adventure, Sci-Fi, Space"
2021,Youkou no Ken,"Adventure, Comedy, Hentai"
18095,Nourin,"Comedy, Parody, Romance, Ecchi, School"
2114,Tenkuu Senki Shurato: Sousei e no Anto,"Action, Fantasy, Magic, Shounen"
34800,Action Heroine Cheer Fruits,"Slice of Life, Comedy, School"
21329,Mushishi Special: Hihamukage,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen"
1806,Master Mosquiton &#039;99,"Action, Adventure, Comedy, Supernatural, Vampire"
6482,Sugar Bunnies Chocolate!,Kids
35739,Pikotarou no Lullaby Lullaby (TV),Comedy
37744,Isekai Cheat Magician,"Action, Adventure, Fantasy"
33806,Macross Δ: Delta Shougekijou,"Sci-Fi, Comedy"
168,s.CRY.ed,"Action, Sci-Fi, Adventure, Super Power, Drama"
31244,Makura no Danshi: Sono Ato no Makura no Danshi,Slice of Life
36375,Furusato no Nai Aki,"Music, Kids"
3633,Angel,"Comedy, Hentai, School"
35704,NoisyCell x Ponkotsu Quest,"Comedy, Music, Parody"
524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance"
2912,Ohayo! Spank,"Comedy, Slice of Life"
1820,Power Dolls,"Action, Adventure, Mecha, Sci-Fi"
22093,Mayonaka wa Junketsu,"Action, Music"
36021,Joleobban,
2547,Princess Sara,"Slice of Life, Historical, Drama, Shoujo"
3795,Hana to Hebi The Animation,Hentai
35372,Otoppe,"Fantasy, Kids, Music"
16752,Haedori Daemoheom,"Adventure, Drama, Military"
31573,Brave Beats,"Adventure, Music"
2831,Ie Naki Ko (Movie),"Slice of Life, Adventure, Drama"
1755,Di Gi Charat Ohanami Special,Comedy
15505,Shining Hearts: Shiawase no Pan Specials,Fantasy
8731,Akai Boushi,"Music, Kids"
10286,Soukou Kijo Iris Special,"Hentai, Supernatural"
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
23915,The Adventures of Hello Kitty & Friends,"Fantasy, Kids"
7295,Koi Tsubomi,"Fantasy, Music"
29179,Futago no Ookami Daibouken,"Music, Kids"
20811,Maid of the Dead,"Comedy, Horror"
11679,Chainsaw Maid,"Comedy, Horror, Supernatural, Thriller"
7668,Suki Desu Suzuki-kun!!,Romance
1101,Tenchi Muyou! Manatsu no Eve,"Action, Space, Comedy, Sci-Fi, Shounen"
11757,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance"
30736,Shingeki no Bahamut: Virgin Soul,"Action, Adventure, Demons, Supernatural, Magic, Fantasy"
27465,Pororo Hanguk-e Wass-eoyo,"Adventure, Kids"
7496,Saiyuuki: Son Gokuu Monogatari,Adventure
24859,Anime Koten Bungaku Kan,"Historical, Kids"
4390,Sora no Momotarou,"Military, Adventure, Comedy"
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi"
4158,Dore Dore no Uta,Music
10713,Towa no Quon 2: Konton no Ranbu,"Action, Mystery, Super Power, Supernatural"
5411,Suika: Manatsu no Okurimono,"Fantasy, Romance, Hentai, Drama"
9777,Umacha,Slice of Life
31765,Sword Art Online Movie: Ordinal Scale,"Action, Game, Adventure, Romance, Fantasy"
16732,Kiniro Mosaic,"Slice of Life, Comedy, School, Seinen"
22845,Suzu 3 Tarou,"Comedy, Kids"
11593,Ganbare! Bokura no Hit and Run,"School, Sports"
13769,Kamen no Ninja Akakage,"Action, Fantasy"
5168,Asience: Kami wa Onna no Inochi,"Historical, Samurai"
685,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life"
30165,Yamaguchi Sanchi no Tsutomu-kun,"Music, Kids, Romance"
34514,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids"
23361,Bakuman. 3rd Season Specials,Comedy
33455,Kakushigoto,Comedy
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,"Comedy, Shoujo"
11857,Judo Sanka,"Sports, Shounen"
3140,Ryoujoku no Machi: Kyouen no Ceremony,"Fantasy, Hentai, Military"
1269,Bio Hunter,"Action, Demons, Horror"
36099,The Gift,"Fantasy, Kids"
20507,Noragami,"Action, Adventure, Comedy, Supernatural, Shounen"
37112,Doraemon Anniversary 25,"Comedy, Kids, Sci-Fi, Shounen"
32954,Flying Witch Petit,"Slice of Life, Comedy, Supernatural"
9028,Edokko Boy: Gatten Tasuke,"Comedy, Martial Arts, Police, Sports"
2026,Hayate no Gotoku!,"Action, Harem, Comedy, Parody, Romance, Shounen"
1944,Photon,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi"
8042,Taishou Yakyuu Musume. Specials,"School, Sports"
4312,Hokuto no Ken: Toki-den,"Action, Martial Arts"
21059,Oppai Infinity∞! The Animation,Hentai
8928,Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Dementia
32270,Xiyue Qi Tong (2006),"Action, Adventure, Fantasy"
7867,Gon,"Action, Adventure, Kids"
6523,Porong Porong Pororo,Kids
8258,Damen&#039;s Walker,"Comedy, Romance"
1020,Honoo no Mirage: Minagiwa no Hangyakusha,"Action, Romance, Supernatural, Historical, Drama, Shoujo, Shounen Ai"
28099,Little Twins: Bokura no Natsu ga Tondeiku,"Adventure, Kids"
9675,Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural"
19831,Ore wa Chokkaku,Comedy
26079,Donyatsu Specials,"Comedy, Sci-Fi, Seinen"
23011,Otoko Doahou! Koushien,"Action, Sports"
11227,Rinne no Lagrange,"Action, Sci-Fi, Comedy, Mecha"
36145,Tottoko Hamtarou: Anime Dechu!,"Adventure, Shoujo"
31380,To LOVE-Ru Darkness 2nd OVA,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
687,Tokyo Mew Mew,"Sci-Fi, Adventure, Comedy, Supernatural, Magic, Romance, Fantasy, Shoujo"
2492,Touch 2: Sayonara no Okurimono,"Drama, Romance, Sports"
17317,Pro Golfer Saru: Super Golf World e no Chousen!!,"Kids, Sports"
8853,Chouriki Robo Galatt,"Action, Adventure, Comedy, Mecha, Sci-Fi"
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports"
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,"Action, Comedy, Ecchi, Samurai, Seinen"
32977,Aggressive Retsuko,"Music, Comedy"
33240,Koneko no Chii: Ponponra Daibouken,Slice of Life
36754,Kakuriyo no Yadomeshi,"Demons, Supernatural"
10545,The Epic Of ZektBach,"Action, Supernatural, Fantasy"
32928,Kiss Shite Hoshii,Music
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance"
3411,Haitoku no Shoujo,"Hentai, Psychological"
4876,Hashire Melos (Movie),"Action, Adventure, Historical"
656,Air in Summer,"Romance, Supernatural, Comedy, Historical, Drama"
34726,Minna no Okayama-ken,Slice of Life
9117,Amagami SS OVA,"Romance, School"
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School"
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,"Kids, Space"
9825,Tonari no Tokoro,Comedy
12659,Nisoku Hokou,Music
2570,Ochame na Futago: Claire Gakuin Monogatari,"Kids, Slice of Life, Comedy, Historical, School, Shoujo"
5541,The Satisfaction,Hentai
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi"
13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life"
3602,Ginga Tetsudou 999: Eternal Fantasy,"Action, Drama, Sci-Fi, Space"
31716,Rewrite,"Action, Comedy, Supernatural, Romance, School"
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military"
23707,Sabaku no Kuni no Oujosama,"Adventure, Fantasy"
17161,Peeping Life: The Perfect Emotion Special,"Slice of Life, Comedy"
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Sci-Fi, Mecha"
128,Gate Keepers 21,"Action, Drama, Mecha, Sci-Fi, Shounen"
6792,Mobile Suit SD Gundam Mk V,"Parody, Comedy, Mecha, Sci-Fi"
3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,"Comedy, Romance, Drama"
36440,Ku Pao Ying Xiong,"Action, Adventure, Fantasy, Game, Magic"
18137,Train Heroes,Kids
6422,Cartagra: Tsuki Gurui no Yamai,Hentai
10456,Kyoukaisenjou no Horizon,"Action, Fantasy"
786,Pugyuru,"Comedy, Fantasy, School"
36259,Pingu in the City,"Slice of Life, Comedy, Kids"
30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror"
2083,Natsuki Crisis,"Action, Martial Arts, School"
1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen"
23135,PriPara,"Music, Slice of Life, School, Shoujo"
31498,Pan de Peace!,"Slice of Life, Comedy, School"
12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi"
1573,Kishin Douji Zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen"
37522,Pet,"Seinen, Supernatural"
2781,Saint Luminous Jogakuin,"Mystery, Psychological, Supernatural"
19099,Pokemon: Mewtwo - Kakusei e no Prologue,"Adventure, Fantasy, Kids"
7229,Black Jack ONA,Drama
3522,Choujin Locke,"Action, Sci-Fi, Super Power"
3645,Yunyun☆Paradise,Hentai
13553,Bakusou Circuit Roman Twin,Sports
85,Mobile Suit Zeta Gundam,"Military, Sci-Fi, Space, Drama, Romance, Mecha"
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi
9434,Fighting of Ecstasy,Hentai
35513,MAFF x Chobitto Zukan,"Comedy, Kids"
5136,Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,Action
764,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports"
1017,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic"
35450,Five Fire Fish,Dementia
377,eX-Driver,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Kids, Fantasy, Comedy"
30064,Hello Kitty to Miyou: Aesop Monogatari,"Fantasy, Kids"
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller"
24645,Ai Shoujo Pollyanna Story Specials,"Drama, Historical, Slice of Life"
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,"Comedy, Romance, School, Shoujo"
34857,Everyday Affair,Music
31638,Mr. Shape,"Kids, Comedy"
12561,Benkei tai Ushiwaka,"Action, Comedy"
37336,Hakodate Musical,Music
21647,Tamako Love Story,"Comedy, Romance, Slice of Life"
119,Final Approach,"Comedy, Drama, Romance, Slice of Life"
3171,Ryoujoku Hitozuma Onsen,Hentai
29471,Saikin Ponta,"Kids, Slice of Life"
30079,Kirin no Otenki Mama-san,Fantasy
31221,Tantei Team KZ Jiken Note,"Mystery, School"
92,Kidou Shin Seiki Gundam X,"Sci-Fi, Adventure, Space, Drama, Mecha"
1857,Taiyou no Mokushiroku: A Spirit of the Sun,"Drama, Sci-Fi"
30057,Mabeobsaui Adeul Koli,"Adventure, Comedy, Fantasy"
2380,Tokubetsu Jugyou 2,Hentai
35326,Saint Seiya: Gold Saints Data File,"Action, Fantasy, Shounen"
10087,Fate/Zero,"Action, Supernatural, Magic, Fantasy"
34725,Kaito x Ansa,Game
4598,Urikupen Kyuujo-tai,"Adventure, Comedy, Kids"
27571,Sore Ike! Anpanman: Keito no Shiro no Christmas,"Comedy, Kids, Fantasy"
3832,Rebirth Moon Divergence,"Action, Fantasy"
35979,Windy,Music
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,"Fantasy, Kids"
6215,Dr.,"Action, Adventure, Magic, Super Power, Music, Sci-Fi"
11313,Kimi no Iru Machi: Tasogare Kousaten,"Drama, Romance, School, Shounen"
10500,Ojiisan no Lamp,"Drama, Historical"
9065,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural"
4681,Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,"Comedy, Kids"
33082,Kingsglaive: Final Fantasy XV,Action
34356,Cofun Gal no Coffy (TV) Specials,"Comedy, Parody"
28567,Azarashi Tama-chan no Hi no Youjin,"Drama, Kids, Super Power"
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Fantasy, Magic, Comedy"
3272,Kinnikuman,"Adventure, Comedy, Sports, Shounen"
21955,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"Comedy, Fantasy, Kids"
31762,King of Prism by Pretty Rhythm,"Music, Sports, Shoujo"
2639,Dorami-chan: Hello Kyouryuu Kids!!,Fantasy
22459,Hello Kitty no Shoukoujo,"Fantasy, Kids"
7697,Sangokushi Dainibu Choukou Moyu,"Action, Historical"
13309,Kyoto Animation: Hoshi-hen,Fantasy
4713,Heart no Kuni no Alice: Wonderful Wonder World,"Fantasy, Harem, Romance, Shoujo"
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,"Action, Sci-Fi, Space, Super Power, Shounen"
9718,Gitai Saimin,Hentai
331,Mahoujin Guruguru,"Adventure, Comedy, Magic, Fantasy, Shounen"
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,"Sci-Fi, Space, Drama"
22893,Mon Cheri CoCo,"Romance, Shoujo"
9403,Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi"
16011,Tokyo Ravens,"Comedy, Supernatural, Magic, Romance, School"
29756,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure
33191,Kishibe Rohan wa Ugokanai,"Action, Mystery, Supernatural, Shounen"
14529,Super Majingga 3,"Action, Space, Mecha, Sci-Fi"
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen"
2723,D4 Princess,"Action, Sci-Fi, Comedy, Magic, Mecha"
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Kids, Fantasy, Shounen"
33133,Kachikachi Yama: Umi Yama-hen,Fantasy
6712,Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural"
33475,Busou Shoujo Machiavellianism,"Action, Comedy, School, Shounen"
506,Glass no Kamen,"Drama, Romance, Shoujo"
3021,Yume Senshi Wingman,"Action, Comedy, Super Power, Romance, School"
21291,Sore Ike! Anpanman: Minami no Umi wo Sukue!,"Comedy, Fantasy, Kids"
34958,Sakana no Kuni,Military
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural"
12467,Nazo no Kanojo X,"Romance, School, Seinen"
35077,Gooorgeous,"Music, Ecchi"
3550,Midori no Makibao,"Sports, Comedy"
22637,Kero Kero Keroppi no Tomodachi ni Narou yo,"Kids, Fantasy"
10350,Hakuouki Sekkaroku,"Action, Historical, Demons, Drama, Fantasy, Josei"
276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi"
19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,"Mecha, Police, Psychological, Sci-Fi"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Historical, Drama, Romance, Martial Arts, Samurai"
32248,Masamune Datenicle,"Action, Historical, Samurai, Super Power"
1659,Mai-Otome Specials,"Fantasy, Magic, Comedy, Drama"
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,"Drama, Kids"
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo"
33690,Nazotokine,Game
19815,No Game No Life,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy"
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Psychological, Drama, Magic, Thriller"
288,Bakuten Shoot Beyblade,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen"
7610,Anju to Zushioumaru,"Fantasy, Historical"
35652,Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,"Comedy, Parody, Supernatural, Seinen"
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Slice of Life, Supernatural, Drama"
2921,Ashita no Joe 2,"Action, Drama, Shounen, Slice of Life, Sports"
1127,UFO Princess Valkyrie,"Comedy, Ecchi, Magic, Sci-Fi"
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy, Super Power, Seinen"
2871,Bakunyuu Oyako,"Hentai, School"
33698,IRoid: Koi no Yuukou Frontier,Game
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,"Action, Ecchi, Comedy, Shoujo Ai"
9935,Chocolat no Mahou,"Drama, Magic, Shoujo, Supernatural"
35686,Doraemon (2005) Specials,"Comedy, Seinen"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo"
3535,Neko Ramen,Comedy
3793,Dyogrammaton,Hentai
34676,Xiong Chumo Zhi: Xiari Lianlian Kan,"Comedy, Kids"
13501,Cofun Gal no Coffy,"Comedy, Historical, Parody"
37545,Amakage,"Music, Fantasy"
2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi"
342,Starship Operators,"Drama, Military, Sci-Fi, Space"
921,Nurse Witch Komugi-chan Magikarte Z,"Comedy, Magic, Parody"
3609,Kikou Kantai Dairugger XV,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen"
32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Sports, Drama, School, Shounen"
2213,Black Jack (TV),Drama
2703,Chousoku Spinner,"Sports, Shounen"
999,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural"
1843,Yomigaeru Sora: Rescue Wings Special,"Drama, Military, Seinen"
20379,Junk Land The Animation,"Hentai, School"
13421,Wheels,Comedy
24573,Neko to Nezumi,Comedy
34638,Jitaku Keibiin,Hentai
30902,Yuru Yuri Nachuyachumi!+,"Slice of Life, Comedy, Shoujo Ai"
29261,Genkaku Cool na Sensei ga Aheboteochi!,Hentai
21549,Hitotsuboshi-ke no Ultra Baasan,"Comedy, Slice of Life"
12905,Tsuki ga Noboru made ni,"Drama, Historical"
4173,Shigofumi Picture Drama,Comedy
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo"
2541,Dokusen,Hentai
37475,Kishuku Gakkou no Juliet,"Action, Comedy, Romance, School, Shounen"
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo"
601,Nekojiru-sou,"Comedy, Dementia, Psychological"
35610,Chizu no Nai Bouken,Slice of Life
10624,Mardock Scramble: The Second Combustion,"Action, Psychological, Sci-Fi"
11537,Yamatarou Kaeru,Kids
1538,Pumpkin Scissors,"Action, Comedy, Military, Drama"
30173,Fruity Samurai,"Action, Comedy, Samurai, Historical"
2054,Carol,"Fantasy, Magic, Shoujo"
814,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,"Comedy, Sports, Shounen"
11241,Brave 10,"Action, Adventure, Historical, Super Power, Samurai, Seinen"
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Supernatural, Romance, Thriller"
8129,Kuragehime,"Slice of Life, Comedy, Josei"
19325,Kwaegeol Longman Narongi,"Adventure, Kids"
33157,Tanaka-kun wa Itsumo Kedaruge Specials,"Comedy, School, Slice of Life"
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life"
933,Dai Mahou Touge,"Comedy, Magic, Supernatural"
218,Kidou Senkan Nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space"
32845,Ishitsubutsu Toriatsukaijo,"Drama, Music"
5447,A-Girl,"Music, Romance, School, Shoujo"
19907,Ecchan no Sensou,"Historical, Drama"
31695,Goro-chan,"Kids, Music"
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"Adventure, Comedy, Fantasy, Shounen"
1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports"
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi","Comedy, Fantasy, School"
1022,Generator Gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen"
918,Gintama,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
8081,Je Bul Chal-ssi Iyagi,"Comedy, Horror, Fantasy"
2852,Accelerando: Datenshi-tachi no Sasayaki,Hentai
18053,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,"Drama, Romance, School"
36214,Asagao to Kase-san.,"Romance, School, Shoujo Ai"
12503,Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Supernatural"
27631,God Eater,"Action, Military, Sci-Fi, Fantasy"
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,"Comedy, Shoujo"
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"Action, Adventure, Comedy, Seinen"
18599,Chocotan!,"Comedy, Shoujo"
33031,Shakunetsu no Takkyuu Musume,Sports
3196,Wakakusa no Charlotte,"Drama, Historical, Kids, Shoujo, Slice of Life"
973,Glass no Kantai: La Legende du Vent de l&#039;Univers,"Adventure, Sci-Fi"
17693,Erementar Gerad: Aozora no Senki,Music
35818,Love Kome: We Love Rice 2nd Season,Slice of Life
365,Fake,"Police, Comedy, Romance, Mystery, Shounen Ai"
17405,Hino Hideshi Toukaidou Yotsuya Kaidan,Horror
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,"Kids, Fantasy, Magic, Shoujo"
